handle,contestId,contestName,rank,oldRating,newRating,delta,ratingUpdateTime,is_outlier_IQR,reading_group
rshohruh,2048,Codeforces Global Round 28,4489,1650,1591,-59,2024-12-19 17:35:00,False,Sometimes
rshohruh,2049,Codeforces Round 994 (Div. 2),3414,1591,1566,-25,2024-12-20 16:35:00,False,Sometimes
rshohruh,2063,Codeforces Round 1000 (Div. 2),2309,1566,1587,21,2025-01-22 14:05:00,False,Sometimes
rshohruh,2059,Codeforces Round 1002 (Div. 2),1658,1587,1627,40,2025-02-02 16:35:00,False,Sometimes
rshohruh,2078,Codeforces Round 1008 (Div. 2),1043,1627,1668,41,2025-03-10 17:15:00,False,Sometimes
rshohruh,2084,"Teza Round 1 (Codeforces Round 1015, Div. 1 + Div. 2)",1462,1668,1717,49,2025-04-05 17:35:00,False,Sometimes
rshohruh,2110,Codeforces Round 1026 (Div. 2),234,1717,1838,121,2025-05-24 16:35:00,False,Sometimes
rshohruh,2118,Codeforces Round 1030 (Div. 2),444,1838,1891,53,2025-06-12 16:35:00,False,Sometimes
rshohruh,2128,Codeforces Round 1039 (Div. 2),3269,1891,1803,-88,2025-07-27 16:35:00,False,Sometimes
rshohruh,2133,Codeforces Round 1044 (Div. 2),1689,1803,1784,-19,2025-08-24 16:35:00,False,Sometimes
rshohruh,2134,Codeforces Round 1045 (Div. 2),2775,1784,1739,-45,2025-08-26 16:35:00,False,Sometimes
rshohruh,2144,Educational Codeforces Round 182 (Rated for Div. 2),1038,1739,1769,30,2025-09-15 16:35:00,False,Sometimes
rshohruh,2147,Codeforces Global Round 29 (Div. 1 + Div. 2),2126,1769,1768,-1,2025-09-20 17:35:00,False,Sometimes
rshohruh,2146,Codeforces Round 1052 (Div. 2),573,1768,1821,53,2025-09-21 16:50:00,False,Sometimes
Timosh,1933,Codeforces Round 929 (Div. 3),12576,0,421,421,2024-02-27 16:50:00,True,Non-reader
Timosh,1937,Codeforces Round 930 (Div. 2),6391,421,739,318,2024-02-29 16:35:00,True,Non-reader
Timosh,1935,Codeforces Round 932 (Div. 2),11656,739,923,184,2024-03-05 16:35:00,False,Non-reader
Timosh,1941,Codeforces Round 933 (Div. 3),2458,923,1153,230,2024-03-11 16:50:00,True,Non-reader
Timosh,1948,Educational Codeforces Round 163 (Rated for Div. 2),6067,1153,1257,104,2024-03-15 16:35:00,False,Non-reader
Timosh,1944,Codeforces Round 934 (Div. 2),7140,1257,1257,0,2024-03-16 17:00:00,False,Non-reader
Timosh,1945,Codeforces Round 935 (Div. 3),3079,1257,1272,15,2024-03-19 10:20:00,False,Non-reader
Timosh,1946,Codeforces Round 936 (Div. 2),8478,1272,1225,-47,2024-03-22 16:35:00,False,Non-reader
Timosh,1950,Codeforces Round 937 (Div. 4),1335,1225,1324,99,2024-03-28 17:00:00,False,Non-reader
Timosh,1942,"CodeTON Round 8 (Div. 1 + Div. 2, Rated, Prizes!)",7605,1324,1257,-67,2024-03-30 17:35:00,False,Non-reader
Timosh,1951,Codeforces Global Round 25,3425,1257,1330,73,2024-04-06 17:35:00,False,Non-reader
Timosh,1955,Codeforces Round 938 (Div. 3),4136,1330,1344,14,2024-04-08 16:50:00,False,Non-reader
Timosh,1956,Codeforces Round 939 (Div. 2),1045,1344,1480,136,2024-04-13 16:35:00,False,Non-reader
Timosh,1957,Codeforces Round 940 (Div. 2) and CodeCraft-23,1031,1480,1572,92,2024-04-21 16:50:00,False,Non-reader
Timosh,1966,Codeforces Round 941 (Div. 2),1406,1572,1588,16,2024-04-27 16:35:00,False,Non-reader
Timosh,1969,Educational Codeforces Round 165 (Rated for Div. 2),4179,1588,1528,-60,2024-04-29 16:35:00,False,Non-reader
Timosh,1972,Codeforces Round 942 (Div. 2),314,1528,1663,135,2024-04-30 17:05:00,False,Non-reader
Timosh,1973,Codeforces Round 945 (Div. 2),3522,1663,1609,-54,2024-05-17 16:35:00,False,Non-reader
Timosh,1975,Codeforces Round 947 (Div. 1 + Div. 2),4641,1609,1547,-62,2024-05-25 17:35:00,False,Non-reader
Timosh,1977,Codeforces Round 948 (Div. 2),1374,1547,1597,50,2024-05-26 16:35:00,False,Non-reader
Timosh,1976,Educational Codeforces Round 166 (Rated for Div. 2),7933,1597,1505,-92,2024-05-30 16:35:00,False,Non-reader
Timosh,1980,Codeforces Round 950 (Div. 3),969,1505,1562,57,2024-06-03 16:50:00,False,Non-reader
Timosh,1979,Codeforces Round 951 (Div. 2),1737,1562,1602,40,2024-06-06 16:35:00,False,Non-reader
Timosh,1984,Codeforces Global Round 26,2663,1602,1607,5,2024-06-09 17:35:00,False,Non-reader
Timosh,1978,Codeforces Round 953 (Div. 2),832,1607,1668,61,2024-06-16 11:05:00,False,Non-reader
Timosh,1987,EPIC Institute of Technology Round Summer 2024 (Div. 1 + Div. 2),2345,1668,1670,2,2024-06-30 17:35:00,False,Non-reader
Timosh,1988,Codeforces Round 958 (Div. 2),4872,1670,1601,-69,2024-07-15 16:35:00,False,Non-reader
Timosh,1994,Codeforces Round 959 sponsored by NEAR (Div. 1 + Div. 2),3049,1601,1601,0,2024-07-18 16:35:00,False,Non-reader
Timosh,1990,Codeforces Round 960 (Div. 2),325,1601,1746,145,2024-07-20 16:35:00,False,Non-reader
Timosh,1995,Codeforces Round 961 (Div. 2),217,1746,1864,118,2024-07-23 16:35:00,False,Non-reader
Timosh,1991,Pinely Round 4 (Div. 1 + Div. 2),4075,1864,1772,-92,2024-07-28 17:35:00,False,Non-reader
Timosh,1997,Educational Codeforces Round 168 (Rated for Div. 2),53,1772,1973,201,2024-07-30 16:35:00,True,Non-reader
Timosh,1998,Codeforces Round 965 (Div. 2),1996,1973,1909,-64,2024-08-10 16:35:00,False,Non-reader
Timosh,2003,Codeforces Round 968 (Div. 2),6371,1909,1774,-135,2024-08-25 16:35:00,False,Non-reader
Timosh,2007,Codeforces Round 969 (Div. 2),253,1774,1855,81,2024-08-30 17:05:00,False,Non-reader
Timosh,2005,Codeforces Round 972 (Div. 2),1928,1855,1816,-39,2024-09-14 16:35:00,False,Non-reader
Timosh,2013,Codeforces Round 973 (Div. 2),9,1816,2070,254,2024-09-20 16:35:00,True,Non-reader
Timosh,2018,Codeforces Round 975 (Div. 1),1030,2070,1989,-81,2024-09-27 16:05:00,False,Non-reader
Timosh,2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,2448,1989,1899,-90,2024-09-29 17:35:00,False,Non-reader
Timosh,2025,Educational Codeforces Round 170 (Rated for Div. 2),1759,1899,1852,-47,2024-10-14 16:35:00,False,Non-reader
Timosh,2030,Codeforces Round 979 (Div. 2),3131,1852,1769,-83,2024-10-19 16:20:00,False,Non-reader
Timosh,2024,Codeforces Round 980 (Div. 2),481,1769,1805,36,2024-10-20 11:05:00,False,Non-reader
Timosh,2027,Codeforces Round 982 (Div. 2),459,1805,1850,45,2024-10-26 16:35:00,False,Non-reader
Timosh,2032,Codeforces Round 983 (Div. 2),457,1850,1897,47,2024-11-01 16:35:00,False,Non-reader
Timosh,2029,Refact.ai Match 1 (Codeforces Round 985),3448,1897,1770,-127,2024-11-09 17:35:00,False,Non-reader
Timosh,2028,Codeforces Round 986 (Div. 2),255,1770,1862,92,2024-11-10 17:35:00,False,Non-reader
Timosh,2031,Codeforces Round 987 (Div. 2),249,1862,1937,75,2024-11-15 14:35:00,False,Non-reader
Timosh,2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",1701,1937,1902,-35,2024-11-23 17:35:00,False,Non-reader
Timosh,2034,"Rayan Programming Contest 2024 - Selection (Codeforces Round 989, Div. 1 + Div. 2)",3377,1902,1799,-103,2024-11-30 17:35:00,False,Non-reader
Timosh,2042,Educational Codeforces Round 172 (Rated for Div. 2),242,1799,1888,89,2024-12-02 16:35:00,False,Non-reader
Timosh,2040,Codeforces Round 992 (Div. 2),513,1888,1907,19,2024-12-08 16:35:00,False,Non-reader
Timosh,2049,Codeforces Round 994 (Div. 2),443,1907,1940,33,2024-12-20 16:35:00,False,Non-reader
Timosh,2043,Educational Codeforces Round 173 (Rated for Div. 2),256,1940,1987,47,2024-12-24 16:35:00,False,Non-reader
Timosh,2055,Codeforces Round 996 (Div. 2),1306,1987,1947,-40,2025-01-12 16:35:00,False,Non-reader
Timosh,2063,Codeforces Round 1000 (Div. 2),234,1947,2010,63,2025-01-22 14:05:00,False,Non-reader
Timosh,2059,Codeforces Round 1002 (Div. 2),856,2010,1985,-25,2025-02-02 16:35:00,False,Non-reader
Timosh,2066,Codeforces Round 1004 (Div. 1),806,1985,1952,-33,2025-02-11 16:35:00,False,Non-reader
Timosh,2064,Codeforces Round 1005 (Div. 2),86,1952,2061,109,2025-02-16 16:35:00,False,Non-reader
Timosh,2069,Educational Codeforces Round 174 (Rated for Div. 2),123,2061,2117,56,2025-02-18 16:35:00,False,Non-reader
Timosh,2077,Codeforces Round 1008 (Div. 1),761,2117,2047,-70,2025-03-10 17:15:00,False,Non-reader
Timosh,2075,Educational Codeforces Round 176 (Rated for Div. 2),854,2047,2011,-36,2025-03-17 16:35:00,False,Non-reader
Timosh,2085,Codeforces Round 1011 (Div. 2),22,2011,2165,154,2025-03-22 16:35:00,False,Non-reader
Timosh,2089,Codeforces Round 1012 (Div. 1),286,2165,2176,11,2025-03-23 08:05:00,False,Non-reader
Timosh,2096,"Neowise Labs Contest 1 (Codeforces Round 1018, Div. 1 + Div. 2)",595,2176,2187,11,2025-04-19 16:35:00,False,Non-reader
Timosh,2115,Codeforces Round 1028 (Div. 1),924,2187,2078,-109,2025-05-31 16:35:00,False,Non-reader
Timosh,2111,Educational Codeforces Round 179 (Rated for Div. 2),1032,2078,2010,-68,2025-06-03 16:35:00,False,Non-reader
Timosh,2118,Codeforces Round 1030 (Div. 2),125,2010,2081,71,2025-06-12 16:35:00,False,Non-reader
Timosh,2120,Codeforces Round 1033 (Div. 2) and CodeNite 2025,475,2081,2065,-16,2025-06-21 16:35:00,False,Non-reader
Timosh,2112,Educational Codeforces Round 180 (Rated for Div. 2),858,2065,2014,-51,2025-06-23 16:35:00,False,Non-reader
Timosh,2119,Codeforces Round 1035 (Div. 2),642,2014,2005,-9,2025-07-05 16:35:00,False,Non-reader
Timosh,2124,"EPIC Institute of Technology Round Summer 2025 (Codeforces Round 1036, Div. 1 + Div. 2)",810,2005,2017,12,2025-07-06 17:35:00,False,Non-reader
Timosh,2122,"Order Capital Round 1 (Codeforces Round 1038, Div. 1 + Div. 2)",238,2017,2155,138,2025-07-19 16:50:00,False,Non-reader
Timosh,2129,Codeforces Round 1040 (Div. 1),355,2155,2187,32,2025-07-31 17:35:00,False,Non-reader
Timosh,2150,Codeforces Round 1053 (Div. 1),632,2187,2144,-43,2025-09-24 14:50:00,False,Non-reader
Timosh,2159,Codeforces Round 1058 (Div. 1),835,2144,2051,-93,2025-10-12 17:05:00,False,Non-reader
Oddiyodam04,2086,Educational Codeforces Round 177 (Rated for Div. 2),12829,0,419,419,2025-04-03 16:35:00,True,Reader
Oddiyodam04,2094,Codeforces Round 1017 (Div. 4),15009,419,667,248,2025-04-13 17:50:00,True,Reader
Oddiyodam04,2107,Codeforces Round 1023 (Div. 2),9080,667,838,171,2025-05-05 16:50:00,False,Reader
Oddiyodam04,2120,Codeforces Round 1033 (Div. 2) and CodeNite 2025,5798,838,1021,183,2025-06-21 16:35:00,False,Reader
Oddiyodam04,2112,Educational Codeforces Round 180 (Rated for Div. 2),10851,1021,1082,61,2025-06-23 16:35:00,False,Reader
Oddiyodam04,2123,Codeforces Round 1034 (Div. 3),4581,1082,1196,114,2025-07-01 16:50:00,False,Reader
Oddiyodam04,2126,Codeforces Round 1037 (Div. 3),5317,1196,1226,30,2025-07-17 16:50:00,False,Reader
Oddiyodam04,2140,Codeforces Round 1049 (Div. 2),7236,1226,1219,-7,2025-09-09 16:35:00,False,Reader
Oddiyodam04,2148,Codeforces Round 1050 (Div. 4),1451,1219,1301,82,2025-09-13 16:50:00,False,Reader
Oddiyodam04,2155,Codeforces Round 1056 (Div. 2),8548,1301,1235,-66,2025-10-05 18:35:00,False,Reader
Oddiyodam04,2153,Codeforces Round 1057 (Div. 2),5790,1235,1258,23,2025-10-10 16:50:00,False,Reader
mbi,1343,Codeforces Round 636 (Div. 3),7759,0,1438,1438,2020-04-21 16:35:00,True,Sometimes
mbi,1341,"Codeforces Round 637 (Div. 2) - Thanks, Ivan Belonogov!",9347,1438,1384,-54,2020-04-23 17:15:00,False,Sometimes
mbi,1353,Codeforces Round 642 (Div. 3),14406,1384,1259,-125,2020-05-14 16:35:00,False,Sometimes
mbi,1405,Codeforces Round 668 (Div. 2),6442,1259,1234,-25,2020-09-06 16:35:00,False,Sometimes
mbi,1417,Codeforces Round 673 (Div. 2),4850,1234,1203,-31,2020-09-27 17:05:00,False,Sometimes
mbi,1426,Codeforces Round 674 (Div. 3),1830,1203,1259,56,2020-09-28 10:05:00,False,Sometimes
mbi,1422,Codeforces Round 675 (Div. 2),2923,1259,1301,42,2020-10-04 18:05:00,False,Sometimes
mbi,1428,Codeforces Raif Round 1 (Div. 1 + Div. 2),3860,1301,1335,34,2020-10-17 15:35:00,False,Sometimes
mbi,1433,Codeforces Round 677 (Div. 3),3358,1335,1330,-5,2020-10-20 16:35:00,False,Sometimes
mbi,1437,Educational Codeforces Round 97 (Rated for Div. 2),2812,1330,1369,39,2020-10-27 16:35:00,False,Sometimes
mbi,1445,"Codeforces Round 680 (Div. 2, based on Moscow Team Olympiad)",2919,1369,1355,-14,2020-11-01 13:05:00,False,Sometimes
mbi,1443,"Codeforces Round 681 (Div. 2, based on VK Cup 2019-2020 - Final)",6223,1355,1262,-93,2020-11-02 16:35:00,False,Sometimes
mbi,1452,Educational Codeforces Round 98 (Rated for Div. 2),3501,1262,1290,28,2020-11-19 16:35:00,False,Sometimes
mbi,1454,Codeforces Round 686 (Div. 3),6023,1290,1247,-43,2020-11-24 16:35:00,False,Sometimes
mbi,1453,Codeforces Round 688 (Div. 2),5692,1247,1211,-36,2020-12-04 15:20:00,False,Sometimes
mbi,1462,Codeforces Round 690 (Div. 3),8803,1211,1133,-78,2020-12-15 16:35:00,False,Sometimes
mbi,1471,Codeforces Round 694 (Div. 2),9803,1133,1023,-110,2021-01-05 16:35:00,False,Sometimes
mbi,1473,Educational Codeforces Round 102 (Rated for Div. 2),8596,1023,1028,5,2021-01-14 16:35:00,False,Sometimes
mbi,1474,Codeforces Round 696 (Div. 2),6887,1028,1067,39,2021-01-19 16:35:00,False,Sometimes
mbi,1476,Educational Codeforces Round 103 (Rated for Div. 2),4326,1067,1172,105,2021-01-29 16:35:00,False,Sometimes
mbi,1481,Codeforces Round 699 (Div. 2),5219,1172,1212,40,2021-02-05 16:35:00,False,Sometimes
mbi,1480,Codeforces Round 700 (Div. 2),3065,1212,1293,81,2021-02-07 16:50:00,False,Sometimes
mbi,1487,Educational Codeforces Round 104 (Rated for Div. 2),9448,1293,1211,-82,2021-02-15 16:35:00,False,Sometimes
mbi,1490,Codeforces Round 702 (Div. 3),4113,1211,1220,9,2021-02-16 16:35:00,False,Sometimes
mbi,1486,Codeforces Round 703 (Div. 2),5984,1220,1229,9,2021-02-18 16:50:00,False,Sometimes
mbi,1491,Codeforces Global Round 13,4364,1229,1275,46,2021-02-28 16:35:00,False,Sometimes
mbi,1501,"Codeforces Round 707 (Div. 2, based on Moscow Open Olympiad in Informatics)",2674,1275,1298,23,2021-03-13 11:35:00,False,Sometimes
mbi,1499,Educational Codeforces Round 106 (Rated for Div. 2),6469,1298,1246,-52,2021-03-18 16:50:00,False,Sometimes
mbi,1484,"Codeforces Round 709 (Div. 2, based on Technocup 2021 Final Round)",4725,1246,1206,-40,2021-03-21 15:35:00,False,Sometimes
mbi,1498,CodeCraft-21 and Codeforces Round 711 (Div. 2),4773,1206,1203,-3,2021-03-29 16:35:00,False,Sometimes
mbi,1504,Codeforces Round 712 (Div. 2),4966,1203,1198,-5,2021-04-03 16:50:00,False,Sometimes
mbi,1512,Codeforces Round 713 (Div. 3),6259,1198,1169,-29,2021-04-10 16:35:00,False,Sometimes
mbi,1513,Divide by Zero 2021 and Codeforces Round 714 (Div. 2),5355,1169,1160,-9,2021-04-11 16:35:00,False,Sometimes
mbi,1511,Educational Codeforces Round 107 (Rated for Div. 2),2217,1160,1275,115,2021-04-12 16:35:00,False,Sometimes
mbi,1509,Codeforces Round 715 (Div. 2),5038,1275,1258,-17,2021-04-16 16:50:00,False,Sometimes
mbi,1514,Codeforces Round 716 (Div. 2),8121,1258,1180,-78,2021-04-19 15:50:00,False,Sometimes
mbi,1516,Codeforces Round 717 (Div. 2),4326,1180,1214,34,2021-04-21 15:35:00,False,Sometimes
mbi,1517,Contest 2050 and Codeforces Round 718 (Div. 1 + Div. 2),6446,1214,1199,-15,2021-04-23 17:20:00,False,Sometimes
mbi,1519,Educational Codeforces Round 108 (Rated for Div. 2),9281,1199,1144,-55,2021-04-29 16:35:00,False,Sometimes
mbi,1515,Codeforces Global Round 14,1736,1144,1334,190,2021-05-02 17:35:00,True,Sometimes
mbi,1520,Codeforces Round 719 (Div. 3),4761,1334,1317,-17,2021-05-05 16:35:00,False,Sometimes
mbi,1521,Codeforces Round 720 (Div. 2),3740,1317,1353,36,2021-05-07 16:50:00,False,Sometimes
mbi,1527,Codeforces Round 721 (Div. 2),613,1353,1529,176,2021-05-20 16:35:00,False,Sometimes
mbi,1529,Codeforces Round 722 (Div. 2),5319,1529,1471,-58,2021-05-24 16:50:00,False,Sometimes
mbi,1526,Codeforces Round 723 (Div. 2),3661,1471,1462,-9,2021-05-28 16:35:00,False,Sometimes
mbi,1523,"Deltix Round, Spring 2021 (open for everyone, rated, Div. 1 + Div. 2)",2680,1462,1494,32,2021-05-30 16:50:00,False,Sometimes
mbi,1536,Codeforces Round 724 (Div. 2),4328,1494,1451,-43,2021-06-06 16:35:00,False,Sometimes
mbi,1538,Codeforces Round 725 (Div. 3),2904,1451,1436,-15,2021-06-10 16:50:00,False,Sometimes
mbi,1537,Codeforces Round 726 (Div. 2),8163,1436,1368,-68,2021-06-18 16:35:00,False,Sometimes
mbi,1539,Codeforces Round 727 (Div. 2),5908,1368,1306,-62,2021-06-20 12:05:00,False,Sometimes
mbi,1541,Codeforces Round 728 (Div. 2),4529,1306,1305,-1,2021-06-25 17:50:00,False,Sometimes
mbi,1542,Codeforces Round 729 (Div. 2),2495,1305,1378,73,2021-07-03 15:05:00,False,Sometimes
mbi,1543,Codeforces Round 730 (Div. 2),3644,1378,1391,13,2021-07-07 16:50:00,False,Sometimes
mbi,1547,Codeforces Round 731 (Div. 3),3231,1391,1383,-8,2021-07-10 16:50:00,False,Sometimes
mbi,1550,Educational Codeforces Round 111 (Rated for Div. 2),5499,1383,1359,-24,2021-07-14 16:35:00,False,Sometimes
mbi,1553,"Harbour.Space Scholarship Contest 2021-2022 (open for everyone, rated, Div. 1 + Div. 2)",5795,1359,1330,-29,2021-07-22 17:05:00,False,Sometimes
mbi,1551,Codeforces Round 734 (Div. 3),1506,1330,1390,60,2021-07-23 16:35:00,False,Sometimes
mbi,1555,Educational Codeforces Round 112 (Rated for Div. 2),9809,1390,1249,-141,2021-07-30 16:35:00,False,Sometimes
mbi,1579,Codeforces Round 744 (Div. 3),4026,1249,1256,7,2021-09-28 16:50:00,False,Sometimes
mbi,1602,Codeforces Round 751 (Div. 2),2408,1256,1272,16,2021-10-25 08:35:00,False,Sometimes
mbi,1606,Educational Codeforces Round 116 (Rated for Div. 2),3787,1272,1294,22,2021-10-29 16:35:00,False,Sometimes
mbi,1604,Codeforces Round 752 (Div. 2),1468,1294,1384,90,2021-10-30 16:35:00,False,Sometimes
mbi,1607,Codeforces Round 753 (Div. 3),7140,1384,1298,-86,2021-11-02 16:35:00,False,Sometimes
mbi,1610,Codeforces Global Round 17,4449,1298,1290,-8,2021-11-23 17:35:00,False,Sometimes
mbi,1611,Codeforces Round 756 (Div. 3),3944,1290,1276,-14,2021-11-25 16:50:00,False,Sometimes
mbi,1614,Codeforces Round 757 (Div. 2),3105,1276,1301,25,2021-11-26 13:15:00,False,Sometimes
mbi,1609,"Deltix Round, Autumn 2021 (open for everyone, rated, Div. 1 + Div. 2)",3947,1301,1288,-13,2021-11-28 17:05:00,False,Sometimes
mbi,1613,Educational Codeforces Round 118 (Rated for Div. 2),2573,1288,1343,55,2021-12-01 16:35:00,False,Sometimes
mbi,1608,Codeforces Round 758 (Div.1 + Div. 2),3196,1343,1356,13,2021-12-11 12:05:00,False,Sometimes
mbi,1591,"Codeforces Round 759 (Div. 2, based on Technocup 2022 Elimination Round 3)",2155,1356,1380,24,2021-12-12 17:15:00,False,Sometimes
mbi,1618,Codeforces Round 760 (Div. 3),280,1380,1509,129,2021-12-14 16:50:00,False,Sometimes
mbi,1617,Codeforces Round 761 (Div. 2),626,1509,1608,99,2021-12-16 15:35:00,False,Sometimes
mbi,2024,Codeforces Round 980 (Div. 2),4868,1608,1526,-82,2024-10-20 11:05:00,False,Sometimes
mbi,2035,Codeforces Global Round 27,5277,1526,1463,-63,2024-10-27 17:35:00,False,Sometimes
mbi,2026,Educational Codeforces Round 171 (Rated for Div. 2),2345,1463,1503,40,2024-10-28 16:35:00,False,Sometimes
mbi,2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",3291,1503,1492,-11,2024-11-23 17:35:00,False,Sometimes
mbi,2034,"Rayan Programming Contest 2024 - Selection (Codeforces Round 989, Div. 1 + Div. 2)",1775,1492,1563,71,2024-11-30 17:35:00,False,Sometimes
mbi,2048,Codeforces Global Round 28,1550,1563,1635,72,2024-12-19 17:35:00,False,Sometimes
mbi,2108,Codeforces Round 1022 (Div. 2),2810,1635,1596,-39,2025-05-01 16:35:00,False,Sometimes
mbi,2109,Codeforces Round 1025 (Div. 2),2056,1596,1602,6,2025-05-17 16:50:00,False,Sometimes
mbi,2133,Codeforces Round 1044 (Div. 2),297,1602,1748,146,2025-08-24 16:35:00,False,Sometimes
DoNo0425,2059,Codeforces Round 1002 (Div. 2),8004,0,463,463,2025-02-02 16:35:00,True,Sometimes
DoNo0425,2064,Codeforces Round 1005 (Div. 2),6834,463,784,321,2025-02-16 16:35:00,True,Sometimes
DoNo0425,2069,Educational Codeforces Round 174 (Rated for Div. 2),12195,784,939,155,2025-02-18 16:35:00,False,Sometimes
DoNo0425,2072,Codeforces Round 1006 (Div. 3),6841,939,1088,149,2025-02-25 16:50:00,False,Sometimes
DoNo0425,2070,Educational Codeforces Round 175 (Rated for Div. 2),13739,1088,1093,5,2025-02-27 16:35:00,False,Sometimes
DoNo0425,2071,Codeforces Round 1007 (Div. 2),4594,1093,1214,121,2025-02-28 16:50:00,False,Sometimes
DoNo0425,2078,Codeforces Round 1008 (Div. 2),7715,1214,1195,-19,2025-03-10 17:15:00,False,Sometimes
DoNo0425,2074,Codeforces Round 1009 (Div. 3),6584,1195,1205,10,2025-03-11 17:05:00,False,Sometimes
DoNo0425,2075,Educational Codeforces Round 176 (Rated for Div. 2),6867,1205,1216,11,2025-03-17 16:35:00,False,Sometimes
DoNo0425,2085,Codeforces Round 1011 (Div. 2),8868,1216,1181,-35,2025-03-22 16:35:00,False,Sometimes
DoNo0425,2090,Codeforces Round 1012 (Div. 2),4227,1181,1177,-4,2025-03-23 08:05:00,False,Sometimes
DoNo0425,2091,Codeforces Round 1013 (Div. 3),8185,1177,1174,-3,2025-03-25 16:50:00,False,Sometimes
DoNo0425,2093,Codeforces Round 1016 (Div. 3),2248,1174,1275,101,2025-04-08 16:50:00,False,Sometimes
DoNo0425,2094,Codeforces Round 1017 (Div. 4),4363,1275,1277,2,2025-04-13 17:50:00,False,Sometimes
DoNo0425,2106,Codeforces Round 1020 (Div. 3),4454,1277,1282,5,2025-04-24 16:50:00,False,Sometimes
DoNo0425,2108,Codeforces Round 1022 (Div. 2),4612,1282,1280,-2,2025-05-01 16:35:00,False,Sometimes
DoNo0425,2102,Codeforces Round 1024 (Div. 2),2948,1280,1321,41,2025-05-11 17:05:00,False,Sometimes
DoNo0425,2110,Codeforces Round 1026 (Div. 2),5645,1321,1324,3,2025-05-24 16:35:00,False,Sometimes
DoNo0425,2114,Codeforces Round 1027 (Div. 3),5278,1324,1320,-4,2025-05-26 16:50:00,False,Sometimes
DoNo0425,2116,Codeforces Round 1028 (Div. 2),6905,1320,1304,-16,2025-05-31 16:35:00,False,Sometimes
DoNo0425,2111,Educational Codeforces Round 179 (Rated for Div. 2),7681,1304,1251,-53,2025-06-03 16:35:00,False,Sometimes
DoNo0425,2117,Codeforces Round 1029 (Div. 3),8220,1251,1224,-27,2025-06-08 16:50:00,False,Sometimes
DoNo0425,2112,Educational Codeforces Round 180 (Rated for Div. 2),2631,1224,1324,100,2025-06-23 16:35:00,False,Sometimes
DoNo0425,2123,Codeforces Round 1034 (Div. 3),3904,1324,1343,19,2025-07-01 16:50:00,False,Sometimes
DoNo0425,2128,Codeforces Round 1039 (Div. 2),3109,1343,1395,52,2025-07-27 16:35:00,False,Sometimes
DoNo0425,2132,Codeforces Round 1043 (Div. 3),4195,1395,1394,-1,2025-08-21 16:50:00,False,Sometimes
DoNo0425,2133,Codeforces Round 1044 (Div. 2),1897,1394,1478,84,2025-08-24 16:35:00,False,Sometimes
DoNo0425,2137,Codeforces Round 1047 (Div. 3),3125,1478,1465,-13,2025-09-07 16:50:00,False,Sometimes
DoNo0425,2144,Educational Codeforces Round 182 (Rated for Div. 2),7208,1465,1402,-63,2025-09-15 16:35:00,False,Sometimes
DoNo0425,2143,Codeforces Round 1051 (Div. 2),1658,1402,1496,94,2025-09-17 16:35:00,False,Sometimes
DoNo0425,2146,Codeforces Round 1052 (Div. 2),2681,1496,1508,12,2025-09-21 16:50:00,False,Sometimes
DoNo0425,2149,Codeforces Round 1054 (Div. 3),2382,1508,1499,-9,2025-09-25 16:50:00,False,Sometimes
DoNo0425,2152,"Squarepoint Challenge (Codeforces Round 1055, Div. 1 + Div. 2)",1529,1499,1600,101,2025-10-03 17:35:00,False,Sometimes
hackstar,1901,Educational Codeforces Round 158 (Rated for Div. 2),10556,0,355,355,2023-11-24 16:35:00,True,Non-reader
hackstar,1921,Codeforces Round 920 (Div. 3),23625,355,571,216,2024-01-15 16:50:00,True,Non-reader
hackstar,1923,Educational Codeforces Round 162 (Rated for Div. 2),8951,571,803,232,2024-02-23 16:35:00,True,Non-reader
hackstar,1948,Educational Codeforces Round 163 (Rated for Div. 2),16626,803,837,34,2024-03-15 16:35:00,False,Non-reader
hackstar,1950,Codeforces Round 937 (Div. 4),19360,837,888,51,2024-03-28 17:00:00,False,Non-reader
hackstar,1955,Codeforces Round 938 (Div. 3),14964,888,923,35,2024-04-08 16:50:00,False,Non-reader
hackstar,1954,Educational Codeforces Round 164 (Rated for Div. 2),12899,923,825,-98,2024-04-12 16:35:00,False,Non-reader
hackstar,1971,Codeforces Round 944 (Div. 4),11646,825,861,36,2024-05-10 16:50:00,False,Non-reader
hackstar,1974,Codeforces Round 946 (Div. 3),17014,861,826,-35,2024-05-20 16:50:00,False,Non-reader
hackstar,1975,Codeforces Round 947 (Div. 1 + Div. 2),8387,826,887,61,2024-05-25 17:35:00,False,Non-reader
hackstar,1977,Codeforces Round 948 (Div. 2),8133,887,956,69,2024-05-26 16:35:00,False,Non-reader
hackstar,1976,Educational Codeforces Round 166 (Rated for Div. 2),11172,956,979,23,2024-05-30 16:35:00,False,Non-reader
hackstar,1981,Codeforces Round 949 (Div. 2),9667,979,936,-43,2024-05-31 12:05:00,False,Non-reader
hackstar,1979,Codeforces Round 951 (Div. 2),9670,936,993,57,2024-06-06 16:35:00,False,Non-reader
hackstar,1985,Codeforces Round 952 (Div. 4),2379,993,1117,124,2024-06-11 17:05:00,False,Non-reader
